   0.0000000e+00   0.0000000e+00
   1.1261261e-01   8.3242087e-03
   2.2522523e-01   1.6647841e-02
   3.3783784e-01   2.4970319e-02
   4.5045045e-01   3.3291067e-02
   5.6306306e-01   4.1609508e-02
   6.7567568e-01   4.9925066e-02
   7.8828829e-01   5.8237164e-02
   9.0090090e-01   6.6545227e-02
   1.0135135e+00   7.4848679e-02
   1.1261261e+00   8.3146944e-02
   1.2387387e+00   9.1439448e-02
   1.3513514e+00   9.9725616e-02
   1.4639640e+00   1.0800487e-01
   1.5765766e+00   1.1627665e-01
   1.6891892e+00   1.2454036e-01
   1.8018018e+00   1.3279545e-01
   1.9144144e+00   1.4104133e-01
   2.0270270e+00   1.4927744e-01
   2.1396396e+00   1.5750321e-01
   2.2522523e+00   1.6571806e-01
   2.3648649e+00   1.7392143e-01
   2.4774775e+00   1.8211275e-01
   2.5900901e+00   1.9029145e-01
   2.7027027e+00   1.9845696e-01
   2.8153153e+00   2.0660872e-01
   2.9279279e+00   2.1474617e-01
   3.0405405e+00   2.2286873e-01
   3.1531532e+00   2.3097585e-01
   3.2657658e+00   2.3906697e-01
   3.3783784e+00   2.4714152e-01
   3.4909910e+00   2.5519894e-01
   3.6036036e+00   2.6323868e-01
   3.7162162e+00   2.7126018e-01
   3.8288288e+00   2.7926288e-01
   3.9414414e+00   2.8724624e-01
   4.0540541e+00   2.9520968e-01
   4.1666667e+00   3.0315267e-01
   4.2792793e+00   3.1107466e-01
   4.3918919e+00   3.1897509e-01
   4.5045045e+00   3.2685341e-01
   4.6171171e+00   3.3470909e-01
   4.7297297e+00   3.4254158e-01
   4.8423423e+00   3.5035032e-01
   4.9549550e+00   3.5813480e-01
   5.0675676e+00   3.6589445e-01
   5.1801802e+00   3.7362875e-01
   5.2927928e+00   3.8133716e-01
   5.4054054e+00   3.8901915e-01
   5.5180180e+00   3.9667418e-01
   5.6306306e+00   4.0430172e-01
   5.7432432e+00   4.1190125e-01
   5.8558559e+00   4.1947223e-01
   5.9684685e+00   4.2701415e-01
   6.0810811e+00   4.3452648e-01
   6.1936937e+00   4.4200870e-01
   6.3063063e+00   4.4946029e-01
   6.4189189e+00   4.5688074e-01
   6.5315315e+00   4.6426952e-01
   6.6441441e+00   4.7162614e-01
   6.7567568e+00   4.7895007e-01
   6.8693694e+00   4.8624082e-01
   6.9819820e+00   4.9349788e-01
   7.0945946e+00   5.0072073e-01
   7.2072072e+00   5.0790889e-01
   7.3198198e+00   5.1506186e-01
   7.4324324e+00   5.2217913e-01
   7.5450450e+00   5.2926023e-01
   7.6576577e+00   5.3630464e-01
   7.7702703e+00   5.4331190e-01
   7.8828829e+00   5.5028150e-01
   7.9954955e+00   5.5721298e-01
   8.1081081e+00   5.6410584e-01
   8.2207207e+00   5.7095962e-01
   8.3333333e+00   5.7777383e-01
   8.4459459e+00   5.8454801e-01
   8.5585586e+00   5.9128168e-01
   8.6711712e+00   5.9797437e-01
   8.7837838e+00   6.0462564e-01
   8.8963964e+00   6.1123500e-01
   9.0090090e+00   6.1780201e-01
   9.1216216e+00   6.2432621e-01
   9.2342342e+00   6.3080715e-01
   9.3468468e+00   6.3724438e-01
   9.4594595e+00   6.4363745e-01
   9.5720721e+00   6.4998592e-01
   9.6846847e+00   6.5628935e-01
   9.7972973e+00   6.6254731e-01
   9.9099099e+00   6.6875935e-01
   1.0022523e+01   6.7492506e-01
   1.0135135e+01   6.8104399e-01
   1.0247748e+01   6.8711574e-01
   1.0360360e+01   6.9313987e-01
   1.0472973e+01   6.9911597e-01
   1.0585586e+01   7.0504362e-01
   1.0698198e+01   7.1092242e-01
   1.0810811e+01   7.1675196e-01
   1.0923423e+01   7.2253183e-01
   1.1036036e+01   7.2826164e-01
   1.1148649e+01   7.3394098e-01
   1.1261261e+01   7.3956947e-01
   1.1373874e+01   7.4514670e-01
   1.1486486e+01   7.5067231e-01
   1.1599099e+01   7.5614589e-01
   1.1711712e+01   7.6156708e-01
   1.1824324e+01   7.6693550e-01
   1.1936937e+01   7.7225077e-01
   1.2049550e+01   7.7751254e-01
   1.2162162e+01   7.8272042e-01
   1.2274775e+01   7.8787407e-01
   1.2387387e+01   7.9297312e-01
   1.2500000e+01   7.9801723e-01
   1.2612613e+01   8.0300604e-01
   1.2725225e+01   8.0793920e-01
   1.2837838e+01   8.1281638e-01
   1.2950450e+01   8.1763724e-01
   1.3063063e+01   8.2240143e-01
   1.3175676e+01   8.2710865e-01
   1.3288288e+01   8.3175855e-01
   1.3400901e+01   8.3635081e-01
   1.3513514e+01   8.4088512e-01
   1.3626126e+01   8.4536116e-01
   1.3738739e+01   8.4977862e-01
   1.3851351e+01   8.5413720e-01
   1.3963964e+01   8.5843659e-01
   1.4076577e+01   8.6267650e-01
   1.4189189e+01   8.6685663e-01
   1.4301802e+01   8.7097670e-01
   1.4414414e+01   8.7503641e-01
   1.4527027e+01   8.7903548e-01
   1.4639640e+01   8.8297364e-01
   1.4752252e+01   8.8685062e-01
   1.4864865e+01   8.9066615e-01
   1.4977477e+01   8.9441996e-01
   1.5090090e+01   8.9811179e-01
   1.5202703e+01   9.0174139e-01
   1.5315315e+01   9.0530850e-01
   1.5427928e+01   9.0881288e-01
   1.5540541e+01   9.1225429e-01
   1.5653153e+01   9.1563248e-01
   1.5765766e+01   9.1894722e-01
   1.5878378e+01   9.2219829e-01
   1.5990991e+01   9.2538545e-01
   1.6103604e+01   9.2850850e-01
   1.6216216e+01   9.3156720e-01
   1.6328829e+01   9.3456135e-01
   1.6441441e+01   9.3749074e-01
   1.6554054e+01   9.4035517e-01
   1.6666667e+01   9.4315443e-01
   1.6779279e+01   9.4588835e-01
   1.6891892e+01   9.4855672e-01
